title,url,article_section,summary,date,code,tags,text
                     استانداران اصلاح طلب‌ زیر فشارمنتخبان اصولگرای مجلس یازدهم؟!                 ,https://roozno.com/fa/news/422674/استانداران-اصلاح-طلب‌-زیر-فشارمنتخبان-اصولگرای-مجلس-یازدهم,[],"گمانه زنی آفتاب یزد حکایت از آن دارد که در برخی استان ها نمایندگان منتخب در صدد تغییر استانداران هستند
آفتاب یزد ـ رضا بردستانی: این سخن از کیست یا در چه زمانی ایراد شده اصلا مهم نیست! مهم آن است که سخن، سخن کارشناسانه و درستی است:« نه می توان همه «اصلاح طلبان» را حامی دولت دانست و نه می توان همه «اصولگرایان» را منتقد دولت خواند. » و این یعنی؛ نه می توان «اصولگرایان» را باعث ناکامی «دولتین یازدهم و دوازدهم» معرفی کرد و نه «اصلاح طلبان» را «مسبب اصلی» روی کار آمدن «حسن روحانی»! و اما سخن در این مجال و مقال، دیگر است و آن تعیین استانداران، مهم‌ترین چالش دولت حسن روحانی از سال 92 تا همین فروردینِ99!",2020-04-19 09:22:00,                     ,"['اصلاح طلبان', 'مجلس یازدهم']",
                     تقسیم غنائم در دوران کرونا                 ,https://roozno.com/fa/news/422675/تقسیم-غنائم-در-دوران-کرونا,[],تلاش‌هایی برای اینکه محمد باقر قالیباف به عنوان رئیس مجلس ،امیر حسین قاضی زاده‌هاشمی و حمیدرضا حاجی بابایی به عنوان نواب رئیس ، شمس الدین حسینی به عنوان رئیس کمیسیون اقتصادی ، سید محمود نبویان به عنوان رئیس کمیسیون امنیت ملی ، عبدالرضا مصری به عنوان رئیس کمیسیون اجتماعی ، مجتبی ذوالنور به عنوان رئیس کمیسیون اصل 90 ، علی نیکزاد به عنوان رئیس کمیسیون عمران ، علیرضا زاکانی به عنوان رئیس مرکز پژوهش‌های مجلس ، محمد مهدی زاهدی به عنوان رئیس کمیسیون آموزش وحسین‌علی شهریاری به عنوان رئیس کمیسیون بهداشت انتخاب شوند صورت گرفته است,2020-04-19 09:27:00,                     ,"['دوران کرونا', 'تقسیم غنائم']",
                     نیروهای سیاسی جدیدی ظهور می‌کند                 ,https://roozno.com/fa/news/422667/نیروهای-سیاسی-جدیدی-ظهور-می‌کند,[],بحران کرونا پیامدهای سخت بسیاری را با خود به همراه آورد؛ ازجمله خطر حیات انسان‌ها، چالش‌های سنگین اقتصاد کشورها و احساس یأس عمومی در سراسر جهان. اگرچه همه این پیامدها به‌شدت مهم می‌نمایند و باید برای کاهش آنها فکری عاجل شود، اما جملگی عینی و ملموس‌اند؛ یعنی آنها را می‌بینیم، نقد می‌کنیم و ملت‌ها و دولت‌ها می‌کوشند تا از بار آنها بکاهند؛ شرایطی که در یک پیامد جدی دیگر وجود ندارد؛ یعنی غافل‌شدن از توسعه سیاسی. بحران کرونا و آسیب‌هایش باعث شده است کنش‌های سیاسی به انزوا برود و اگر کسی بخواهد از سیاست و بحران‌هایش سخن بگوید، نه‌تنها دولت (به‌ معنای عام) بلکه مردم هم بر او خرده می‌گیرند که در شرایط کرونا، سخن‌راندن از چنین بحث‌هایی محلی از اعراب ندارد. مشخصا در ایران، در عین حال که چندی از انتخابات مجلس نمی‌گذرد و با توجه به چیدمان مجلس یازدهم، انتظار می‌رود جریان اصولگرا اقدامات ویژه‌ای در سیاست داخلی و حتی سیاست خارجی انجام دهد، اکنون کنشگران سیاسی بدون ‌هیچ بحث ‌و نظری کنار نشسته‌اند یا مشخص نیست جریان اصلاحات چه مناسبتی با انتخابات ریاست‌جمهوری سال1400 برقرار خواهد کرد و به ‌نظر می‌رسد اگر هیچ تحرکی سیاسی از سوی نیروهای اصلاح‌طلب رخ ندهد و مانند انتخابات مجلس یازدهم، نیروهای اصلاح‌طلب با برنامه‌های دقیقه‌نودی به میان بیایند، هیچ بعید نباشد که سرنوشت انتخابات شبیه آن چیزی شود که در سال 84 رخ داد. همه اینها در کنار تهدید‌هایی که بر نهاد انتخاباتی در ایران اِعمال می‌شود و نقدهای بی‌پاسخی که زمین‌ مانده‌اند، این پرسش را به ذهن متبادر می‌کند که قرار است سرنوشت توسعه سیاسی در ایران به کجا برود و کرونا تا چه ‌حد می‌تواند در تضعیف این مهم نقش داشته باشد؟ برای بررسی این موضوع، ساعتی را با «ابراهیم اصغرزاده» به‌ گفت‌وگو نشستیم که مشروح آن را در ادامه می‌خوانید.,2020-04-19 09:18:00,                     ,"['نیروهای سیاسی', 'مانع پسا کرونایی']",
                     ربیعی: درگیر۳ویروس هستیم/ ویروسِ سیاسی‌شدنِ‌کرونا شکست‌مان‌ می‌دهد                 ,https://roozno.com/fa/news/422664/ربیعی-درگیر۳ویروس-هستیم-ویروسِ-سیاسی‌شدنِ‌کرونا-شکست‌مان‌-می‌دهد,[],سخنگوی دولت می‌گوید: ما به دنبال سیاست‌گذاری مناسبی هستیم تا دو منحنی جان و کار را در جایی به هم متصل کنیم که کمترین هزینه انسانی را داشته باشد.,2020-04-19 09:07:00,                     ,"['ربیعی', 'کرونا']",
                     در ترافیک ماندن بهتر از کرونا گرفتن در مترو                 ,https://roozno.com/fa/news/422663/در-ترافیک-ماندن-بهتر-از-کرونا-گرفتن-در-مترو,[],برای مدتی دندان روی جگر بگذارید و اجازه بدهید مردم با وسایل نقلیه شخصی خود به مناطقی که طرح ترافیک است بروند بدون اینکه هزینه‌ای پرداخت کنند.,2020-04-18 18:38:00,                     ,"['مترو', 'کرونا']",
                     ثبت نام وام یک میلیون تومانی یک هفته دیگر تمدید شد                 ,https://roozno.com/fa/news/422660/ثبت-نام-وام-یک-میلیون-تومانی-یک-هفته-دیگر-تمدید-شد,[], ,2020-04-18 17:09:00,                     ,['ثبت نام وام یک میلیون تومانی'],
                     روحانی: وزارت بهداشت شرایط آغاز فعالیت کسب‌وکارها با ریسک متوسط را مشخص کند                 ,https://roozno.com/fa/news/422657/روحانی-وزارت-بهداشت-شرایط-آغاز-فعالیت-کسب‌وکارها-با-ریسک-متوسط-را-مشخص-کند,[],رئیس‌جمهور گفت: کاهش روند گسترش بیماری کرونا در استان‌ها به‌خاطر همکاری مردم با طرح فاصله‌گذاری هوشمند و رعایت پروتکل‌های بهداشتی از سوی صاحبان مشاغل است.,2020-04-18 17:02:00,                     ,['وزارت بهداشت'],
                     ویروس جدید کرونا با کفش جابجا می‌شود!                 ,https://roozno.com/fa/news/422653/ویروس-جدید-کرونا-با-کفش-جابجا-می‌شود,[], ,2020-04-18 17:00:00,                     ,"['ویروس کرونا', 'کفش']",
                     وضعیت امروز بازار تهران + تصاویر                 ,https://roozno.com/fa/news/422662/وضعیت-امروز-بازار-تهران-تصاویر,[], ,2020-04-18 17:23:00,                     ,"['بازار تهران', 'کرونا']",
                     لغو جشن تولد ملکه انگليس                 ,https://roozno.com/fa/news/422658/لغو-جشن-تولد-ملکه-انگليس,[], ,2020-04-18 17:06:00,                     ,['جشن تولد ملکه انگليس'],
                     هشدار سازمان هواشناسی نسبت به آبگرفتگی معابر در برخی استان‌ها                 ,https://roozno.com/fa/news/422648/هشدار-سازمان-هواشناسی-نسبت-به-آبگرفتگی-معابر-در-برخی-استان‌ها,[], ,2020-04-18 16:53:00,                     ,"['سازمان هواشناسی', 'هشدار']",
                     سخنگوی دولت:مرزها را همسايگان بستند                 ,https://roozno.com/fa/news/422656/سخنگوی-دولتمرزها-را-همسايگان-بستند,[], ,2020-04-18 16:59:00,                     ,['سخنگوی دولت'],
                     تجمع اعتراضي کارگران کارخانه ایران مرینوس                 ,https://roozno.com/fa/news/422659/تجمع-اعتراضي-کارگران-کارخانه-ایران-مرینوس,[], ,2020-04-18 17:07:00,                     ,['کارگران کارخانه ایران مرینوس'],
                     پرسپولیس چقدر از فیفا طلب دارد؟                 ,https://roozno.com/fa/news/422619/پرسپولیس-چقدر-از-فیفا-طلب-دارد,[], ,2020-04-18 16:23:00,                     ,"['پرسپولیس', 'فیفا']",
                     پیشنهاد پرداخت وام استیجاری به مستاجران                 ,https://roozno.com/fa/news/422639/پیشنهاد-پرداخت-وام-استیجاری-به-مستاجران,[],مرکز پژوهش‌های مجلس شورای اسلامی در گزارشی ضمن بررسی تاثیرات ویروس کرونا بر بخش مسکن پیشنهاد داد که وام استیجاری به مستاجران داده شده و مدت قراردادهای جاری املاک دولتی و نهادهای عمومی بدون افزایش اجاره بها سه ماه دیگر تمدید شود.,2020-04-18 16:45:00,                     ,"['وام', 'مستاجر']",
                     آخرین خبر از انتقال دانشجویان ایرانی با پنج پرواز در وضعیت کرونایی                 ,https://roozno.com/fa/news/422621/آخرین-خبر-از-انتقال-دانشجویان-ایرانی-با-پنج-پرواز-در-وضعیت-کرونایی,[], ,2020-04-18 16:37:00,                     ,"['دانشجوویان ایرانی', 'وضعیت کرونایی']",
                     نه! کرونا نظم جهانی را تغییر نخواهد داد                 ,https://roozno.com/fa/news/422617/نه-کرونا-نظم-جهانی-را-تغییر-نخواهد-داد,[],همه‌گیری کرونا ویروس چه تغییر شکل ژئوپلیتیکی ایجاد می‌کند؟ بسیاری از مفسران پیش‌بینی می‌کنند که کرونا ویروس باعث پایان دوره جهانی شدن می شود که از سال 1945 تحت رهبری آمریکا شکل گرفته است. بعضی‌ها بحران کرونا را نقطه عطفی می‌بینند که به واسطه آن چین از آمریکا به عنوان یک قدرت جهانی پیشی خواهد گرفت. مطمئناً تغییراتی رخ خواهد داد، اما باید در مطرح ساختن این فرض که علل بزرگ دارای تأثیرات بزرگی هستند، احتیاط کرد.,2020-04-18 16:14:00,                     ,"['کرونا', 'نظم جهانی']",
                     جسد خورده شده توسط حیوانات وحشی چه رازی دارد؟ / در بجنورد کشف شد                 ,https://roozno.com/fa/news/422623/جسد-خورده-شده-توسط-حیوانات-وحشی-چه-رازی-دارد-در-بجنورد-کشف-شد,[], ,2020-04-18 16:39:00,                     ,"['حیوانات وحشی', 'جسد خورده شده']",
                     15 عکس تکاندهنده از دفن اجساد کرونایی در مازندران                 ,https://roozno.com/fa/news/422620/15-عکس-تکاندهنده-از-دفن-اجساد-کرونایی-در-مازندران,[], ,2020-04-18 16:36:00,                     ,"['اجساد کرونایی', 'مازندران']",
                     پلیس راهور: افزایش ۷۵ درصدی تعداد خودروها در معابر/ همه کسانی که به خیابان آمده‌اند کارمندان نیستند                 ,https://roozno.com/fa/news/422632/پلیس-راهور-افزایش-۷۵-درصدی-تعداد-خودروها-در-معابر-همه-کسانی-که-به-خیابان-آمده‌اند-کارمندان-نیستند,[], ,2020-04-18 16:44:00,                     ,"['پلیس راهور', 'تردد خودروها']",
                     احتمال لژیونر شدن مهره کلیدی استقلال در پایان فصل                 ,https://roozno.com/fa/news/422618/احتمال-لژیونر-شدن-مهره-کلیدی-استقلال-در-پایان-فصل,[], ,2020-04-18 16:22:00,                     ,"['استقلال', 'مهره کلیدی']",
                     برنامه ریزی تیم‌ها برای شروع تمرین از ۱۵ اردیبهشت                 ,https://roozno.com/fa/news/422616/برنامه-ریزی-تیم‌ها-برای-شروع-تمرین-از-۱۵-اردیبهشت,[], ,2020-04-18 16:10:00,                     ,"['15 اردیبهشت', 'شروع تمرینات']",
                     جدال مجلس و شورای نگهبان بر سر شفاف‌سازی ردصلاحیت‌ها                 ,https://roozno.com/fa/news/422615/جدال-مجلس-و-شورای-نگهبان-بر-سر-شفاف‌سازی-ردصلاحیت‌ها,[],طرح دو فوریتی بهارستانی‌ها در مقابل ردصلاحیت‌های شورای نگهبان به مذاق حقوقدانان این شورا خوش نیامد و حالا این سوال مطرح می‌شود که چه سرنوشتی در انتظار این مصوبه خواهد بود؟,2020-04-18 16:06:00,                     ,"['مجلس و شورای نگهبان', 'رد صلاحیت ها']",
                     علت گرانی حبوبات چیست ؟                 ,https://roozno.com/fa/news/422614/علت-گرانی-حبوبات-چیست-,[],چندی پیش اخباری منتشر شد که خبر از افزایش قیمت حبوبات خصوصا لوبیا را در سال جدید می داد. موضوعی که دبیرکل اتحادیه بنکداران مواد غذایی علت آن را نه کمبود و کسری بار بلکه سودجویی برخی افراد در فروش بارشان دانست.,2020-04-18 16:06:00,                     ,"['افزایش قیمت', 'حبوبات']",
                     مهدوی‌کیا: قراردادم با پرسپولیس 2 میلیون بود                 ,https://roozno.com/fa/news/422609/مهدوی‌کیا-قراردادم-با-پرسپولیس-2-میلیون-بود,[], ,2020-04-18 15:45:00,                     ,"['مهدوی کیا', 'پرسپولیس']",
                     سقوط مرگبار کوهنورد در جاده سولقان/ تصاویر                 ,https://roozno.com/fa/news/422613/سقوط-مرگبار-کوهنورد-در-جاده-سولقان-تصاویر,[], ,2020-04-18 16:04:00,                     ,"['سقوط مرگبار', 'کوهنورد']",
                     کل طلب پرسپولیس از فیفا نصف بدهی به برانکو است !                 ,https://roozno.com/fa/news/422611/کل-طلب-پرسپولیس-از-فیفا-نصف-بدهی-به-برانکو-است-,[],طلب مرد کروات از سرخ ها، یک میلیون و پنجاه هزار یورو به همراه پنج درصد سود است همچنین برادر برانکو و چوک دیگر دستیار برانکو و همچنین بودیمیر مهاجم بنجل هموطن آنها نیز در مجموع حدود ۸۰۰هزاریورو طلبکار هستند!,2020-04-18 16:03:00,                     ,"['مطالبات', 'برانکو', 'پرسپولیس']",
                     سعادتمند: با یکی 2 میلیارد استقلال را مدیون نخواهم کرد                 ,https://roozno.com/fa/news/422606/سعادتمند-با-یکی-2-میلیارد-استقلال-را-مدیون-نخواهم-کرد,[], ,2020-04-18 15:41:00,                     ,"['سعادتمند', 'استقلال']",
                     قیمت طلا و سکه نزولی شد/ آخرین وضعیت بازار در اولین روز هفته                 ,https://roozno.com/fa/news/422610/قیمت-طلا-و-سکه-نزولی-شد-آخرین-وضعیت-بازار-در-اولین-روز-هفته,[], ,2020-04-18 16:03:00,                     ,"['نزولی', 'طلا وسکه']",
                     عکس قدیمی مهراوه شریفی‌نیا در آغوش مادر بازیگرش                 ,https://roozno.com/fa/news/422605/عکس-قدیمی-مهراوه-شریفی‌نیا-در-آغوش-مادر-بازیگرش,[], ,2020-04-18 15:37:00,                     ,"['مهراوه شریفی نیا', 'آغوش مادر']",
                     حریرچی: به زندگی با کرونا تا اطلاع ثانوی عادت کنیم / هزینه ی حفاظت یک بیمار بستری در بخش آی‌سی‌یو به طور متوسط ۷۰۰ هزار تومان                 ,https://roozno.com/fa/news/422604/حریرچی-به-زندگی-با-کرونا-تا-اطلاع-ثانوی-عادت-کنیم-هزینه-ی-حفاظت-یک-بیمار-بستری-در-بخش-آی‌سی‌یو-به-طور-متوسط-۷۰۰-هزار-تومان,[],ایرج حریرچی معاون وزیر بهداشت با بیان اینکه متاسفانه در برخی استان‌ها بازگشایی تدریجی مشاغل موجب سوء تفاهم شده و انگار شرایط عادی است ادامه داد: به عموم مردم هشدار می‌دهیم هنوز کل جهان و از جمله کشور ما در معرض خطر از سرگیری و رشد شدید ویروس کرونا است و باید اصول علمی و اصول بهداشتی لازم را کماکان رعایت کنیم؛ و به عبارت دیگه به زندگی با ویروس تا اطلاع ثانوی عادت کنیم تا انشاالله واکسن و داروی موثر برای آن کشف شود.,2020-04-18 15:27:00,                     ,"['حریرچی', 'کرونا']",
                     زمان امتحانات دانش‌آموزان مشخص شد                 ,https://roozno.com/fa/news/422603/زمان-امتحانات-دانش‌آموزان-مشخص-شد,[],وزیر آموزش و پرورش گفت: مصمم هستیم محتوای پیش بینی شده برای هر پایه تحصیلی آموزش داده شود و امتحانات پس از پایان اتمام دوره آموزشی برگزار خواهد شد.,2020-04-18 15:29:00,                     ,"['امتحان', 'دانش آموزان']",
                     73 کرونایی طی 24 ساعت گذشته در ایران جانباختند/ آمار رسمی مبتلایان به کرونا تا سی ام فروردین                 ,https://roozno.com/fa/news/422600/73-کرونایی-طی-24-ساعت-گذشته-در-ایران-جانباختند-آمار-رسمی-مبتلایان-به-کرونا-تا-سی-ام-فروردین,[], ,2020-04-18 15:25:00,                     ,"['کرونا', 'ایران']",
                     پلیس پایتخت: افزایش ۷۵ درصدی ترافیک تهران در روز جاری                 ,https://roozno.com/fa/news/422846/پلیس-پایتخت-افزایش-۷۵-درصدی-ترافیک-تهران-در-روز-جاری,[], ,2020-04-19 16:44:00,                     ,"['پلیس پایتخت', 'ترافیک تهران']",
                     دیاباته:به جدایی از استقلال فکر نمی‌کنم؛ قرارداد ۲ ساله دارم                 ,https://roozno.com/fa/news/422848/دیاباتهبه-جدایی-از-استقلال-فکر-نمی‌کنم-قرارداد-۲-ساله-دارم,[], ,2020-04-19 17:00:00,                     ,"['دیاباته', 'قرارداد2 ساله']",
                     ظریف خطاب به ترامپ: در امور کشور من دخالت نکن                 ,https://roozno.com/fa/news/422849/ظریف-خطاب-به-ترامپ-در-امور-کشور-من-دخالت-نکن,[],وزیر امور خارجه کشورمان به ادعای اخیر رئیس جمهور آمریکا درباره آمادگی کشورش برای کمک به ایران واکنش نشان داد.,2020-04-19 17:32:00,                     ,['ظریف خطاب به ترامپ'],
                     واریز کمک ویژه ماه رمضان فردا دوشنبه                 ,https://roozno.com/fa/news/422842/واریز-کمک-ویژه-ماه-رمضان-فردا-دوشنبه,[], ,2020-04-19 16:16:00,                     ,"['ماه رمضان', 'واریز کمک ویژه']",
                     جریمه ۵۵۰۰ دلاری شایعه‌پردازی درباره کرونا در امارات                 ,https://roozno.com/fa/news/422847/جریمه-۵۵۰۰-دلاری-شایعه‌پردازی-درباره-کرونا-در-امارات,[], ,2020-04-19 16:52:00,                     ,"['جریمه در امارات', 'شایعه پردازی در مورد کرونا']",
                     بازهم عکسی جنجالی از ریحانه پارسا و شوهرش این بار داخل ماشین !                 ,https://roozno.com/fa/news/422844/بازهم-عکسی-جنجالی-از-ریحانه-پارسا-و-شوهرش-این-بار-داخل-ماشین-,[], ,2020-04-19 16:21:00,                     ,"['ریحانه پارسا', 'عکس جنجالی']","


"
                     دهمین سالگرد در گذشت مادر سینمای ایران                 ,https://roozno.com/fa/news/422845/دهمین-سالگرد-در-گذشت-مادر-سینمای-ایران,[], ,2020-04-19 16:35:00,                     ,"['مادر سینمای ایران', 'دهمین سالگرد']",
                     انتشار عکس همسر بازیگر شاهگوش                 ,https://roozno.com/fa/news/422843/انتشار-عکس-همسر-بازیگر-شاهگوش,[], ,2020-04-19 16:19:00,                     ,"['بازیگر شاهگوش', 'عکس همسر']",
                     جزییات قیمت‌ها در بازار سکه/ قیمت طلا بالا رفت                 ,https://roozno.com/fa/news/422840/جزییات-قیمت‌ها-در-بازار-سکه-قیمت-طلا-بالا-رفت,[], ,2020-04-19 15:56:00,                     ,"['سکه و طلا', 'قیمت']",
                     18 عکس دلخراش از غسل و کفن پوش کردن اجساد کرونایی                 ,https://roozno.com/fa/news/422841/18-عکس-دلخراش-از-غسل-و-کفن-پوش-کردن-اجساد-کرونایی,[], ,2020-04-19 16:13:00,                     ,"['اجساد کرونایی', 'غسل و کفن پوش']","



"
                     بیرانوند: واقعا از این شرایط خسته شده‌ام                 ,https://roozno.com/fa/news/422839/بیرانوند-واقعا-از-این-شرایط-خسته-شده‌ام,[], ,2020-04-19 15:54:00,                     ,"['بیرانوند', 'خسته']",
                     زکی‌پور: ۳ قهرمانی با پارتی ‎بازی پرسپولیس را بدعادت کرده!                 ,https://roozno.com/fa/news/422838/زکی‌پور-۳-قهرمانی-با-پارتی-‎بازی-پرسپولیس-را-بدعادت-کرده,[], ,2020-04-19 15:52:00,                     ,"['زکی پور', '3 قهرمانی']",
                     جزئیاتی مهم از رویارویی نیروی دریایی سپاه با ناوگان آمریکا در خلیج فارس/روایت آمریکایی‌ها هالیوودی است                 ,https://roozno.com/fa/news/422837/جزئیاتی-مهم-از-رویارویی-نیروی-دریایی-سپاه-با-ناوگان-آمریکا-در-خلیج-فارسروایت-آمریکایی‌ها-هالیوودی-است,[],روابط عمومی نیروی دریایی سپاه در اطلاعیه ای با جعلی و هالیوودی خواندن روایت تروریست های امریکایی از ماجرای ۱۵ آوریل در خلیج فارس، تاکید کرد: مستندات خلاف ادعای امریکایی ها است و هرگونه خطای محاسباتی را قاطعانه پاسخ می‌دهیم.,2020-04-19 15:46:00,                     ,"['نیروی دریایی سپاه', 'ناوگان آمریکایی']",
                     ازدواج از راه دور در نیویورک                 ,https://roozno.com/fa/news/422836/ازدواج-از-راه-دور-در-نیویورک,[],در زمینه بحران کرونا، مقامات نیویورک اجازه ثبت ازدواج با استفاده از ارتباط ویدیویی را صادر کردند.,2020-04-19 15:46:00,                     ,"['ازدواج', 'راه دور']",
                     کاهش ۳۰ درصدی تولید شیرینی و شکلات                 ,https://roozno.com/fa/news/422833/کاهش-۳۰-درصدی-تولید-شیرینی-و-شکلات,[],دبیر انجمن صنفی صنایع بیسکویت، شیرینی و شکلات از کاهش ۳۰ درصدی تولید شیرینی و شکلات بسته‌بندی در پی شیوع ویروس کرونا خبر داد.,2020-04-19 15:37:00,                     ,['شیرینی و شکلات'],
                     آیا فروپاشی نظام جهانی نزدیک است؟                 ,https://roozno.com/fa/news/422835/آیا-فروپاشی-نظام-جهانی-نزدیک-است,[],"ایرنا نوشت:"" محمد السعید ادریس"" تحلیلگر مصری در مقاله ای با اشاره به شرایط حاکم بر جهان در پی شیوع ویروس ""کرونا"" نوشت: ناتوانی در اعلام موضع جهانی در مبارزه با ویروس همه گیر کرونا، جایی برای شک باقی نمی گذارد که ما اکنون نه تنها در جهانی بی فرمان زندگی می کنیم بلکه با از بین رفتن مبادی و ارزش های پایه گذاری شده پس از جنگ جهانی دوم ، نظام جهانی رو به فروپاشی است.",2020-04-19 15:43:00,                     ,"['نظام جهانی', 'فروپاشی']",
                     ورود دو سامانه بارشی جدید به کشور طی هفته جاری                 ,https://roozno.com/fa/news/422832/ورود-دو-سامانه-بارشی-جدید-به-کشور-طی-هفته-جاری,[], ,2020-04-19 15:29:00,                     ,"['سامانه بارشی', 'هفته جاری']","











"
                     اعلام جدیدترین نرخ خودرو‌های داخلی در سال ۹۹                 ,https://roozno.com/fa/news/422829/اعلام-جدیدترین-نرخ-خودرو‌های-داخلی-در-سال-۹۹,[], ,2020-04-19 15:22:00,                     ,"['سال 99', 'نرخ خودروهای داخلی']",
                     وام کرونایی زنان سرپرست خانوار افزایش یافت                 ,https://roozno.com/fa/news/422826/وام-کرونایی-زنان-سرپرست-خانوار-افزایش-یافت,[], ,2020-04-19 15:10:00,                     ,"['زنان سرپرست خانوار', 'وام کرونایی']",
                     رسول‌پناه: بازیکنان جدید به پرسپولیس اضافه می‌شوند                 ,https://roozno.com/fa/news/422830/رسول‌پناه-بازیکنان-جدید-به-پرسپولیس-اضافه-می‌شوند,[], ,2020-04-19 15:26:00,                     ,"['پرسپولیس', 'بازیکنان جدید']",
                     پراید باز هم گران شد                 ,https://roozno.com/fa/news/422831/پراید-باز-هم-گران-شد,[],از اسفند سال گذشته تا امروز قیمت انواع مدل های خودرو پراید افزایش قیمت قابل توجه ای را تجربه کردند.,2020-04-19 15:30:00,                     ,"['قیمت', 'پراید']",
                     آزادی شیطان از زندان بخاطر کرونا / او زنان تهرانی را نشانه رفت!                 ,https://roozno.com/fa/news/422828/آزادی-شیطان-از-زندان-بخاطر-کرونا-او-زنان-تهرانی-را-نشانه-رفت,[], ,2020-04-19 15:16:00,                     ,"['کرونا', 'آزادی شیطان']",
                     دومین مرحله یارانه حمایتی کرونا واریز شد                 ,https://roozno.com/fa/news/422827/دومین-مرحله-یارانه-حمایتی-کرونا-واریز-شد,[], ,2020-04-19 15:12:00,                     ,"['یارانه حمایتی', 'واریز']",
                     قیمت پژو 206 ، دنا پلاس و خودروهای دیگر یکشنبه ۳۱ فروردین                 ,https://roozno.com/fa/news/422825/قیمت-پژو-206-دنا-پلاس-و-خودروهای-دیگر-یکشنبه-۳۱-فروردین,[], ,2020-04-19 15:08:00,                     ,"['31 فروردین', 'قیمت پژو 206']",
                     افزایش تعطیلات عید فطر پیگیری می‌شود                 ,https://roozno.com/fa/news/422819/افزایش-تعطیلات-عید-فطر-پیگیری-می‌شود,[],خبرگزاری مهر: وزیر میراث‌ فرهنگی، گردشگری و صنایع‌ دستی گفت: افزایش تعطیلات عید فطر را پیگیری می‌کنیم تا در صورت مهار کرونا، از تعطیلات این عید فرخنده برای سفر هم‌وطنان فرصتی فراهم شود.,2020-04-19 14:23:00,                     ,"['تعطیلی', 'عبدفطر']",
                     رانندگان مبتلا به کرونا وام می گیرند                 ,https://roozno.com/fa/news/422822/رانندگان-مبتلا-به-کرونا-وام-می-گیرند,[], ,2020-04-19 14:49:00,                     ,"['کرونا', 'رانندگان مبتلا']",
                     طلب میلیچ هم پرداخت شد                 ,https://roozno.com/fa/news/422823/طلب-میلیچ-هم-پرداخت-شد,[], ,2020-04-19 14:55:00,                     ,"['پرداخت', 'طلب میلیچ']",
                     اعلام زمان برگزاری امتحانات نهایی و کنکور سراسری| امتحانات دانش‌آموزان چگونه برگزار می‌شود؟                 ,https://roozno.com/fa/news/422815/اعلام-زمان-برگزاری-امتحانات-نهایی-و-کنکور-سراسری|-امتحانات-دانش‌آموزان-چگونه-برگزار-می‌شود,[],وزیر آموزش و پرورش درباره زمان برگزاری امتحانات نهایی و کنکور سراسری، گفت: ما اردیبهشت را برای مرور درس‌ها و جمع‌بندی‌ درنظر می‌گیریم و بعد از پایان اردیبهشت، سه هفته برای برگزاری امتحانات نهایی نیاز داریم که تا هفته سوم خرداد طول می‌کشد و پایان دوره امتحانات نهایی خواهد بود. بعد از آن نیازمند سه هفته زمان برای آمادگی شرکت در کنکور هستیم و بنابراین سازمان سنجش می‌تواند دهه سوم تیرماه برای برگزاری کنکور آماده شود. اگر اتفاقات پیش‌بینی‌نشده‌ای رخ ندهد، زمانبندی ما این‌گونه است.,2020-04-19 14:23:00,                     ,"['امتحانات نهایی و کنکور سراسری', 'زمان برگزاری']",
                     استفاده اجباری از ماسک 80 درصد از شیوع کرونا جلوگیری می‌کند                 ,https://roozno.com/fa/news/422820/استفاده-اجباری-از-ماسک-80-درصد-از-شیوع-کرونا-جلوگیری-می‌کند,[],رئیس کمیسیون عمران و حمل و نقل شورای اسلامی شهر تهران گفت: استفاده اجباری از ماسک در حمل و نقل عمومی می‌تواند تا 80 درصد از شیوع ویروس کرونا جلوگیری کند.,2020-04-19 14:26:00,                     ,"['ماسک', 'کرونا']",
                     افزایش مجموع مبتلایان به ۸۲۲۱۱ نفر/ فوتی ها ۵۱۱۸ نفر/ ۵۷۰۲۳ نفر بهبود یافتند و ۳۴۵۶ نفر در وضعیت شدید این بیماری قرار دارند                 ,https://roozno.com/fa/news/422824/افزایش-مجموع-مبتلایان-به-۸۲۲۱۱-نفر-فوتی-ها-۵۱۱۸-نفر-۵۷۰۲۳-نفر-بهبود-یافتند-و-۳۴۵۶-نفر-در-وضعیت-شدید-این-بیماری-قرار-دارند,[],از دیروز تا امروز ۳۱ فروردین ۱۳۹۹ و بر اساس معیارهای قطعی تشخیصی ۱۳۴۳ بیمار جدید مبتلا به کووید در کشور شناسایی شد.,2020-04-19 14:57:00,                     ,"['31 فروردین', 'آمار مبتلایان به کرونا']",
